,track_uri,popularity,name,danceability,energy,speechiness,instrumentalness,tempo,sentiment,negative,positive,neutral,lyrics

(Bloom surveys uncertainly the three whores, then gazes at the veiled mauve light, hearing the everflying moth.)

BLOOM I wanted then to have now concluded. Nightdress was never. Hence this. But tomorrow is a new day will be. Past was is today. What now is will then tomorrow as now was be past yester.

VIRAG (Prompts into his ear in a pig's whisper.) Insects of the day spend their brief existence in reiterated coition, lured by the smell of the inferiorly pulchritudinous female possessing extendified pudendal verve in dorsal region. Pretty Poll! (His yellow parrotbeak gabbles nasally.) They had a proverb in the Carpathians in or about the year five thousand five hundred and fifty of our era. One tablespoonful of honey will attract friend Bruin more than half a dozen barrels of first choice malt vinegar. Bear's buzz bothers bees. But of this apart. At another time we may resume. We were very pleased, we others. (He coughs and, bending his brow, rubs his nose thoughtfully with a scooping hand.) You shall find that these night insects follow the light. An illusion for remember their complex unadjustable eye. For all these knotty points see the seventeenth book of my Fundamentals of Sexology or the Love Passion which Doctor L. B. says is the book sensation of the year. Some, to example, there are again whose movements are automatic. Perceive. That is his appropriate sun. Nightbird nightsun nighttown. Chase me, Charley! Buzz!

BLOOM Bee or bluebottle too other day butting shadow on wall dazed self then me wandered dazed down shirt good job I...

VIRAG (His face impassive, laughs in a rich feminine key.) Splendid! Spanish fly in his fly or mustard plaster on his dibble. (He gobbles gluttonously with turkey wattles.) Bubbly jock! Bubbly jock! Where are we? Open Sesame! Cometh forth! (He unrolls his parchment rapidly and reads, his glowworm's nose running backwards over the letters which he claws.) Stay, good friend. I bring thee thy answer Redbank oysters will shortly be upon us. I'm the best o'cook. Those succulent bivalves may help us and the truffles of Perigord, tubers dislodged through mister omnivorous porker, were unsurpassed in cases of nervous debility or viragitis. Though they stink yet they sting. (He wags head with cackling raillery.) Jocular. With my eyeglass in my ocular.

BLOOM (Absently.) Ocularly woman's bivalve case is worse. Always open sesame. The cloven sex. Why they fear vermin, creeping things. Yet Eve and the serpent contradict. Not a historical fact. Obvious analogy to my idea. Serpents too are gluttons for woman's milk. Wind their way through miles of omnivorous forest to sucksucculent her breast dry. Like those bubblyjocular Roman matrons one reads of in Elephantuliasis.

VIRAG (His mouth projected in hard wrinkles, eyes stonily forlornly closed, psalms in outlandish monotone.) That the cows with their those distended udders that they have been the known...

BLOOM I am going to scream. I beg your pardon. Ah? So. (He repeats.) Spontaneously to seek out the saurian's lair in order to entrust their teats to his avid suction. Ant milks aphis. (Profoundly.) Instinct rules the world. In life. In death.

VIRAG (Head askew, arches his back and hunched wing- shoulders, peers at the moth out of blear bulged eyes, points a homing claw and cries.) Who's Ger Ger? Who's dear Gerald? O, I much fear he shall be most badly burned. Will some pleashe pershon not now impediment so catastrophics mit agitation of firstclass tablenumpkin? (He mews.) Luss puss puss puss! (He sighs, draws back and stares sideways down with dropping underjaw.) Well, well. He doth rest anon.

I'm a tiny tiny thing
Ever flying in the spring
Round and round a ringaring.
Long ago I was a king,
Now I do this kind of thing
On the wing, on the wing!
Bing!


(He rushes against the mauve shade flapping noisily.) Pretty pretty pretty pretty pretty pretty petticoats.

(From left upper entrance with two sliding steps Henry Flower comes forward to left front centre. He wears a dark mantle and drooping plumed sombrero. He carries a silverstringed inlaid dulcimer and a longstemmed bamboo Jacobs pipe, its clay bowl fashioned as a female head. He wears dark velvet hose and silverbuckled pumps. He has the romantic Saviour's face with flowing locks, thin beard and moustache. His spindlelegs and sparrow feet are those of the tenor Mario, prince of Candia. He settles down his goffered ruffs and moistens his lips with a passage of his amorous tongue.)

HENRY (In a low dulcet voice, touching the strings of his guitar.) There is a flower that bloometh.

(Virag truculent, his jowl set, stares at the lamp. Grave Bloom regards Zoe's neck. Henry gallant turns with pendent dewlap to the piano.)

STEPHEN (To himself.) Play with your eyes shut. Imitate pa. Filling my belly with husks of swine. Too much of this. I will arise and go to my. Expect this is the. Steve, thou art in a parlous way. Must visit old Deasy or telegraph. Our interview of this morning has left on me a deep impression. Though our ages. Will write fully tomorrow. I'm partially drunk, by the way. (He touches the keys again.) Minor chord comes now. Yes. Not much however.

(Almidano Artifoni holds out a batonroll of music with vigorous moustachework.)

ARTIFONI Ci rifletta. Lei rovina tutto.

FLORRY Sing us something. Love's old sweet song.

STEPHEN No voice. I am a most finished artist. Lynch, did I show you the letter about the lute?

FLORRY (Smirking.) The bird that can sing and won't sing.

(The Siamese twins, Philip Drunk and Philip Sober two Oxford dons with lawnmowers, appear in the window embrasure. Both are masked with Matthew Arnold's face.)

PHILIP SOBER Take a fool's advice. All is not well. Work it out with the buttend of a pencil, like a good young idiot. Three pounds twelve you got, two notes, one sovereign, two crowns, if youth but knew. Mooney's en ville, Mooney's sur mer, the Moira, Larchet's, Holles street hospital, Burke's. Eh? I am watching you.

PHILIP DRUNK (Impatiently.) Ah, bosh, man. Go to hell! I paid my way. If I could only find out about octaves. Reduplication of personality. Who was it told me his name?

(His lawnmower begins to purr.) Aha, yes. Zoe mou sas agapo. Have a notion I was here before. When was it not Atkinson his card I have somewhere? Mac somebody. Unmack I have it. He told me about, hold on, Swinburne, was it, no?

FLORRY And the song?

STEPHEN Spirit is willing but the flesh is weak.

FLORRY Are you out of Maynooth? You're like someone I knew once.

STEPHEN Out of it now. (To himself.) Clever.

PHILIP DRUNK AND PHILIP SOBER (Their lawnmowers purring with a rigadoon of grasshalms.) Clever ever. Out of it. Out of it. By the by have you the book, the thing, the ashplant? Yes, there it, yes. Cleverever outofitnow. Keep in condition. Do like us.

ZOE There was a priest down here two nights ago to do his bit of business with his coat buttoned up. You needn't try to hide, I says to him. I know you've a Roman collar.

VIRAG Perfectly logical from his standpoint. Fall of man. (Harshly, his pupils waxing.) To hell with the pope! Nothing new under the sun. I am the Virag who disclosed the sex secrets of monks and maidens. Why I left the Church of Rome. Read the Priest, the Woman and the Confessional. Penrose. Flipperty Jippert. (He wriggles.) Woman, undoing with sweet pudor her belt of rushrope, offers her allmoist yoni to man's lingam. Short time after man presents woman with pieces of jungle meat. Woman shows joy and covers herself with featherskins. Man loves her yoni fiercely with big lingam, the stiff one. (He cries.) Coactus volui. Then giddy woman will run about. Strong man grasps woman's wrist. Woman squeals, bites, spucks. Man, now fierce angry, strikes woman's fat yadgana. (He chases his tail.) Piffpaff! Popo! (He stops, sneezes.) Pchp! (He worries his butt.) Prrrrrht!

LYNCH I hope you gave the good father a penance. Nine glorias for shooting a bishop.

ZOE (Spouts walrus smoke through her nostrils.) He couldn't get a connection. Only, you know, sensation. A dry rush.

BLOOM Poor man!

ZOE (Lightly.) Only for what happened him.

BLOOM How?

VIRAG (A diabolic rictus of black luminosity contracting his visage, cranes his scraggy neck forward. He lifts a mooncalf nozzle and howls.) Verfluchte Goim! He had a father, forty fathers. He never existed. Pig God! He had two left feet. He was Judas Iacchias, a Libyan eunuch, the pope's bastard. (He leans out on tortured forepaws, elbows bent rigid, his eye agonising in his flat skullneck and yelps over the mute world.) A son of a whore. Apocalypse.

KITTY And Mary Shortall that was in the lock with the pox she got from Jimmy Pidgeon in the blue caps had a child off him that couldn't swallow and was smothered with the convulsions in the mattress and we all subscribed for the funeral.

PHILIP DRUNK (Gravely.) Qui vous a mis dans cette fichue position, Philippe?

PHILIP SOBER (Gaily.) C'était le sacré pigeon, Philippe.

(Kitty unpins her hat and sets it down calmly, patting her henna hair. And a prettier, a daintier head of winsome curls was never seen on a whores shoulders. Lynch puts on her hat. She whips it off.)

LYNCH (Laughs.) And to such delights has Metchnikoff inoculated anthropoid apes.

FLORRY (Nods.) Locomotor ataxy.

ZOE (Gaily.) O, my dictionary.

LYNCH Three wise virgins.

VIRAG (Agueshaken, profuse yellow spawn foaming over his bony epileptic lips.) She sold lovephiltres, whitewax, orange flower. Panther, the Roman centurion, polluted her with his genitories. (He sticks out a flickering phosphorescent scorpion tongue, his hand on his fork.) Messiah! He burst her tympanum. (With gibbering baboon's cries he jerks his hips in the cynical spasm.) Hik! Hek! Hak! Hok! Huk! Kok! Kuk!

(Ben Jumbo Dollard, rubicund, musclebound, hairynostrilled, hugebearded, cabbageeared, shaggychested, shockmaned, fatpapped, stands forth, his loins and genitals tightened into a pair of black bathing bagslops.)

BEN POLLARD (Nakkering castanet bones in his huge padded paws, yodels jovially in base barreltone.) When love absorbs my ardent soul.

(The virgins, Nurse Callan and Nurse Quigley, burst through the ringkeepers and the ropes and mob him with open arms.)

THE VIRGINS (Gushingly.) Big Ben! Ben MacChree!

A VOICE Hold that fellow with the bad breeches.

BEN DOLLARD (Smites his thigh in abundant laughter.) Hold him now.

HENRY (Caressing on his breast a severed female head, murmurs.) Thine heart, mine love. (He plucks his lutestrings.) When first I saw.

VIRAG (Sloughing his skins, his multitudinous plumage moulting.) Rats! (He yawns; showing a coalblack throat and closes his jaws by an upward push of his parchment roll.) After having said which I took my departure. Farewell. Fare thee well. Dreck!

(Henry Flower combs his moustache and beard rapidly with a pocketcomb and gives a cows lick to his hair. Steered by his rapier, he glides to the door his wild had slung behind him. Virag reaches the door in two ungainly stilthops, his tail cocked, and deftly claps sideways on the wall a pusyellow flybill, butting it with his head.)

THE FLYBILL K. 11. post no bills. Strictly confidential. Dr Hy Franks.

HENRY All is lost now.

(Virag unscrews his head in a trice and holds it under his arm.)

VIRAG'S HEAD Quack!

(Exeunt severally.)

STEPHEN (Over his shoulder to Zoe.) You would have preferred the fighting parson who founded the protestant error. But beware Antisthenes, the dog sage, and the last end of Anus Heresiarchus. The agony in the closet.

LYNCH All one and the same God to her.

STEPHEN (Devoutly.) And Sovereign Lord of all things.

FLORRY (To Stephen.) I'm sure you are a spoiled priest. Or a monk.

LYNCH He is. A Cardinal's son.

STEPHEN Cardinal sin. Monks of the screw.

(His Eminence, Simon Stephen Cardinal Dedalus, Primate of all Ireland, appears in the doorway, dressed in red soutane, sandals and socks. Seven dwarf simian acolytes, also in red, cardinal sins, uphold his train, peeping under it. He wears a battered silk hat sideways on his head. His thumbs are stuck in his armpits and his palms outspread. Round his neck hangs a rosary of corks ending on his breast in a corkscrew cross. Releasing his thumbs, he invokes grace from on high with lace wave gestures and proclaims with bloated pomp.)

THE CARDINAL

Conservio lies captured.
He lies in the lowest dungeon
With manacles and chains around his limbs
Weighing upwards of three tons.


(He looks at all for a moment, his right eye closed tight, his left cheek puffed out. Then, unable to repress his merriment, he rocks to and fro, ads akimbo, and sings with broad rollicking humour.) O, the poor little fellow Hi-hi-hi-hi-his legs they were yellow He was plump, fat and heavy and brisk as a snake But some bloody savage To graize his white cabbage He murdered Nell Flaherty's duckloving drake.

(A multitude of midges swarms over his robe. He scratches himself with crossed arms at his ribs, grimacing, and exclaims.) I'm suffering the agony of the damned. By the hoky fiddle, thanks be to Jesus those funny little chaps are not unanimous. If they were they'd walk me off the face of the bloody globe.

(His head aslant, he blesses curtly with fore and middle fingers, imparts the Easter kiss and doubleshuffles off comically, swaying his hat from side to side, shrinking quickly to the size of his train bearers. The dwarf acolytes, giggling, peeping, nudging, ogling, Easterkissing, zigzag behind him. His voice is heard mellow from afar, merciful, male, melodious.) Shall carry my heart to thee, Shall carry my heart to thee, And the breath of the balmy night Shall carry my heart to thee.

(The trick doorhandle turns.)

THE DOORHANDLE Theeee.

ZOE The devil is in that door.

(A male form passes down the creaking staircase and is heard taking the waterproof and hat from the rack. Bloom starts forward involuntarily and, half closing the door as he passes, takes the chocolate from his pocket and offers it nervously to Zoe.)

ZOE (Sniffs his hair briskly.) Hum. Thank your mother for the rabbits. I'm very fond of what I like.

BLOOM (Hearing a male voice in talk with the whores on the doorstep, pricks his ears.) If it were he? After? Or because not? Or the double event?

ZOE (Tears open the silverfoil.) Fingers was made before forks. (She breaks off and nibbles a piece, gives a piece to Kitty Ricketts and then turns kittenishly to Lynch.) No objection to French lozenges? (He nods. She taunts him.) Have it now or wait till you get it? (He opens his mouth, his head cocked. She whirls the prize in left circle. His head follows. She whirls it back in right circle. He eyes her.) Catch.

(She tosses a piece. With an adroit snap he catches it and bites it through with a crack.)

KITTY (Chewing.) The engineer I was with at the bazaar does have lovely ones. Full of the best liqueurs. And the viceroy was there with his lady. The gas we had on the Toft's hobbyhorses. I'm giddy still.

BLOOM (In Svengali's fur overcoat, with folded arms and Napoleonic forelock, frowns in ventriloquial exorcism with piercing eagle glance towards the door. Then, rigid, with left foot advanced, he makes a swift pass with impelling fingers and gives the sign of past master, drawing his right arm downwards from his left shoulder.) Go, go, go, I conjure you, whoever you are.

(A male cough and tread are heard passing through the mist outside. Blooms features relax. He places a hand in his waistcoat, posing calmly. Zoe offers him chocolate.)

BLOOM (Solemnly.) Thanks.

ZOE Do as you're bid. Here.

(A firm heelclacking is heard on the stairs.)

BLOOM (Takes the chocolate.) Aphrodisiac? But I thought it. Vanilla calms or? Mnemo. Confused light confuses memory. Red influences lupus. Colours affect women's characters, any they have. This black makes me sad. Eat and be merry for tomorrow. (He eats.) Influence taste too, mauve. But it is so long since I. Seems new. Aphro. That priest. Must come. Better late than never. Try truffles at Andrews.

(The door opens. Bella Cohen, a massive whoremistress enters. She is dressed in a threequarter ivory gown, fringed round the hem with tasselled selvedge, and cools herself flirting a black horn fan like Minnie Hauck in Carmen. On her left hand are wedding and keeper rings. Her eyes are deeply carboned. She has a sprouting moustache. Her olive face is heavy, slightly sweated and fullnosed, with orangetainted nostrils. She has lace pendant beryl eardrops.)

BELLA My word! I'm all of a mucksweat.

(She glances around her at the couples. Then her eyes rest on Bloom with hard insistence. Her lace fan winnows wind towards her heated face, neck and embonpoint. Her falcon eyes glitter.)

THE FAN (Flirting quickly, then slowly.) Married, I see.

BLOOM Yes... Partly, I have mislaid .

THE FAN (Half opening, then closing.) And the missus is master. Petticoat government.

BLOOM (Looks down with a sheepish grin.) That is so.

THE FAN (Folding together, rests against her eardrop.) Have you forgotten me?

BLOOM Yes. No.

THE FAN (Folded akimbo against her waist.) Is me her was you dreamed before? Was then she him you us since knew? Am all them and the same now we? (Bella approaches, gently tapping with the fan.)

BLOOM (Wincing.) Powerful being. In my eyes read that slumber which women love.

THE FAN (Tapping.) We have met. You are mine. It is fate.

BLOOM (Cowed.) Exuberant female. Enormously I desiderate your domination. I am exhausted, abandoned, no more young. I stand, so to speak, with an unposted letter bearing the extra regulation fee before the too late box of the general postoffice of human life. The door and window open at a right angle cause a draught of thirtytwo feet per second according to the law of falling bodies. I have felt this instant a twinge of sciatica in my left glutear muscle. It runs in our family. Poor dear papa, a widower, was a regular barometer from it. He believed in animal heat. A skin of tabby lined his winter waistcoat. Near the end, remembering king David and the Sunamite, he shared his bed with Athos, faithful after death. A dog's spittle, as you probably... (He winces.) Ah!

RICHIE GOULDING (Bagweighted, passes the door.) Mocking is catch. Best value in Dub. Fit for a prince's liver and kidney.

THE FAN (Tapping.) All things end. Be mine. Now.

BLOOM (Undecided.) All now? I should not have parted with my talisman. Rain, exposure at dewfall on the sea rocks, a peccadillo at my time of life. Every phenomenon has a natural cause.

THE FAN (Points downwards slowly.) You may.

BLOOM (Looks downwards and perceives her unfastened bootlace. ) We are observed.

THE FAN (Points downwards quickly.) You must.

BLOOM (With desire, with reluctance.) I can make a true black knot. Learned when I served my time and worked the mail order line for Kellet's. Experienced hand. Every knot says a lot. Let me. In courtesy. I knelt once before today. Ah!

(Bella raises her gown slightly and, steadying her pose, lifts to the edge of a chair a plump buskined hoof and a full pastern, silksocked. Bloom, stifflegged ageing, bends over her hoof and with gentle fingers draws out and in her laces.)

BLOOM (Murmurs lovingly.) To be a shoefitter in Mansfield's was my love's young dream, the darling joys of sweet buttonhooking, to lace up crisscrossed to kneelength the dressy kid footwear satinlined, so incredibly small, of Clyde Road ladies. Even their wax model Raymonde I visited daily to admire her cobweb hose and stick of rhubarb toe, as worn in Paris.

THE HOOF Smell my hot goathide. Feel my royal weight.

BLOOM (Crosslacing.) Too tight?

THE HOOF If you bungle, Handy Andy, I'll kick your football for you.

BLOOM Not to lace the wrong eyelet as I did the night of the bazaar dance. Bad luck. Nook in wrong tache of her... person you mentioned. That night she met... Now!

(He knots the lace. Bella places her foot on the floor. Bloom raises his head. Her heavy face, her eyes strike him in mid-brow. His eyes grow dull, darker and pouched, his nose thickens.)

BLOOM (Mumbles.) Awaiting your further orders, we remain, gentlemen.

BELLO (With a hard basilisk stare, in a baritone voice.) Hound of dishonour!

BLOOM (Infatuated.) Empress!

BELLO (His heavy cheekchops sagging.) Adorer of the adulterous rump!

BLOOM (Plaintively.) Hugeness!

BELLO Dungdevourer!

BLOOM (With sinews semiflexed.) Magnificence.

BELLO Down! (He taps her on the shoulder with his fan.) Incline feet forward! Slide left foot one pace back. You will fall. You are falling. On the hands down!

BLOOM (Her eyes upturned in the sign of admiration, closing.) Truffles!

(With a piercing epileptic cry she sinks on all fours, grunting, snuffling, rooting at his feet, then lies, shamming dead with eyes shut tight, trembling eyelids, bowed upon the ground in the attitude of most excellent master.)

BELLO (With bobbed hair purple gills, fat moustache rings round his shaven mouth, in mountaineer's puttees, green silverbuttoned coat, sport skirt and alpine hat with moor cock's feather, his hands stuck deep in his breeches pockets, places his heel on her neck and grinds it in.) Feel my entire weight. Bow, bondslave, before the throne of your despot's glorious heels, so glistening in their proud erectness.

BLOOM (Enthralled, bleats.) I promise never to disobey.

BELLO (Laughs loudly.) Holy smoke! You little know what's in store for you. I'm the tartar to settle your little lot and break you in! I'll bet Kentucky cocktails all round I shame it out of you, old son. Cheek me, I dare you. If you do tremble in anticipation of heel discipline to be inflicted in gym costume.

(Bloom creeps under the sofa and peers out through the fringe.

ZOE (Widening her slip to screen her.) She's not here.

BLOOM (Closing her eyes.) She's not here.

FLORRY (Hiding her with her gown.) She didn't mean it, Mr Bello. She'll be good, sir.

KITTY Don't be too hard on her, Mr Bello. Sure you won't, ma'amsir.

BELLO (Coaxingly.) Come, ducky dear. I want a word with you, darling, just to administer correction. Just a little heart to heart talk, sweety. (Bloom puts out her timid head.) There's a good girly now. (Bello grabs her hair violently and drags her forward.) I only want to correct you for your own good on a soft safe spot. How's that tender behind? O, ever so gently, pet. Begin to get ready.

BLOOM (Fainting.) Don't tear my.

BELLO (Savagely.) The nosering, the pliers, the bastinado, the hanging hook, the knout I'll make you kiss while the flutes play like the Nubian slave of old. You're in for it this time. I'll make you remember me for the balance of your natural life. (His forehead veins swollen, his face congested.) I shall sit on your ottoman saddleback every morning after my thumping good breakfast of Matterson's fat ham rashers and a bottle of Guinness's porter. (He belches.) And suck my thumping good Stock Exchange cigar while I read the Licensed Victualler's Gazette. Very possibly I shall have you slaughtered and skewered in my stables and enjoy a slice Of you with crisp crackling from the baking tin basted and baked like sucking pig with rice and lemon or currant sauce. It will hurt you.

(He twists her arm. Bloom squeaks, turning turtle.)

BLOOM Don't be cruel, nurse! Don't!

BELLO (Twisting.) Another!

BLOOM (Screams.) O, it's hell itself! Every nerve in my body aches like mad!

BELLO (Shouts.) Good, by the rumping jumping general! That's the best bit of news I heard these six weeks. Here, don't keep me waiting, damn you. (He slaps her face.)

BLOOM (Whimpers.) You're after hitting me. I'll tell...

BELLO Hold him down, girls, till I squat on him.

ZOE Yes. Walk on him! I will.

FLORRY I will. Don't be greedy.

KITTY No, me. Lend him to me.

(The brothel cook, Mrs Keogh, wrinkled, greybearded, in a greasy bib, men's grey and green socks and brogues, flour-smeared, a rollingpin stuck with raw pastry in her bare red arm and hand, appears at the door.)

MRS KEOCH (Ferociously.) Can I help? (They hold and pinion Bloom.)

BELLO (Squats, with a grunt, on Bloom's upturned face, puffing cigar-smoke, nursing a fat leg.) I see Keating Clay is elected chairman of the Richmond Asylum and bytheby Guinness's preference shares are at sixteen three quarters. Curse me for a fool that I didn't buy that lot Craig and Gardner told me about. Just my infernal luck, curse it. And that Goddamned outsider Throwaway at twenty to one. (He quenches his cigar angrily on Bloom's ear.) Where's that Goddamned cursed ashtray?

BLOOM (Goaded, buttocksmothered.) O! O! Monsters! Cruel one!

BELLO Ask for that every ten minutes. Beg, pray for it as you never prayed before. (He thrusts out a figged fist and foul cigar.) Here, kiss that. Both. Kiss. (He throws a leg astride and, pressing with horseman's knees, calls in a hard voice.) Gee up! A cockhorse to Banbury cross. I'll ride him for the Eclipse stakes. (He bends sideways and squeezes his mount's testicles roughly, shouting.) Ho! off we pop! I'll nurse you in proper fashion. (He horserides cockhorse, leaping in the saddle.) The lady goes a pace a pace and the coachman goes a trot a trot and the gentleman goes a gallop a gallop a gallop a gallop.

FLORRY (Pulls at Bello.) Let me on him now. You had enough. I asked before you.

ZOE (Pulling at Florry.) Me. Me. Are you not finished with him yet, suckeress?

BLOOM (Stifling.) Can't.

BELLO Well, I'm not. Wait. (He holds in his breath.) Curse it. Here. This bung's about burst. (He uncorks himself behind: then, contorting his features, farts loudly.) Take that! (He recorks himself) Yes, by Jingo, sixteen three quarters.

BLOOM (A sweat breaking out over him.) Not man. (He sniffs.) Woman.

BELLO (Stands up.) No more blow hot and cold. What you longed for has come to pass. Henceforth you are unmanned and mine in earnest, a thing under the yoke. Now for your punishment frock. You will shed your male garments, you understand, Ruby Cohen? and don the shot silk luxuriously rustling over head and shoulders and quickly too.

BLOOM (Shrinks.) Silk, mistress said! O crinkly! scrapy! Must I tip-touch it with my nails?

BELLO (Points to his whores.) As they are now, so will you be, wigged, singed, perfumesprayed, ricepowdered, with smoothshaven armpits. Tape measurements will be taken next your skin. You will be laced with cruel force into vicelike corsets of soft dove coutille, with whalebone busk, to the diamond trimmed pelvis, the absolute outside edge, while your figure, plumper than when at large, will be restrained in nettight frocks, pretty two ounce petticoats and fringes and things stamped, of course, with my houseflag, creations of lovely lingerie for Alice and nice scent for Alice. Alice will feel the pullpull. Martha and Mary will be a little chilly at first in such delicate thighcasing but the frilly flimsiness of lace round your bare knees will remind you...

BLOOM (A chafing soubrette with dauby cheeks, mustard hair and lace male hands and nose, leering mouth.) I tried her things on only once, a small prank, in Holles street. When we were hardup I washed them to save the laundry bill. My own shirts I turned. It was the purest thrift.

BELLO (Jeers.) Little jobs that make mother pleased, eh! and showed off coquettishly in your domino at the mirror behind close-drawn blinds your unskirted thighs and hegoat's udders, in various poses of surrender, eh? Ho! Ho! I have to laugh! That secondhand black operatop shift and short trunk leg naughties all split up the stitches at her last rape that Mrs Miriam Dandrade sold you from the Shelbourne Hotel, eh?

BLOOM Miriam, Black. Demimondaine.

BELLO (Guffaws.) Christ Almighty, it's too tickling, this! You were a nicelooking Miriam when you clipped off your backgate hairs and lay swooning in the thing across the bed as Mrs Dandrade, about to be violated by Lieutenant Smythe Smythe, Mr Philip Augustus Blockwell, M.P., Signor Laci Daremo, the robust tenor, blueeyed Bert, the liftboy, Henry Fleury of Gordon Bennett fame, Sheridan, the quadroon Cr&Aelig;sus, the varsity wetbob eight from old Trinity, Ponto, her splendid Newfoundland and Bobs, dowager duchess of Manorhamilton. (He guffaws again.) Christ, wouldn't it make a Siamese cat laugh?

BLOOM (Her hands and features working.) It was Gerald converted me to be a true corsetlover when I was female impersonator in the High School play Vice Versa. It was dear Gerald. He got that kink, fascinated by sister's stays. Now dearest Gerald uses pinky greasepaint and gilds his eyelids. Cult of the beautiful.

BELLO (With wicked glee.) Beautiful! Give us a breather! When you took your seat with womanish care, lifting your billowy flounces, on the smoothworn throne.

BLOOM Science. To compare the various joys we each enjoy. (Earnestly.) And really it's better the position... because often I used to wet.

BELLO (Sternly.) No insubordination. The sawdust is there in the corner for you. I gave you strict instructions, didn't I? Do it standing, sir! I'll teach you to behave like a jinkleman! If I catch a trace on your swaddles. Aha! By the ass of the Dorans you'll find I'm a martinet. The sins of your past are rising against you. Many. Hundreds.

THE SINS OF THE PAST (In a medley of voices.) He went through a form of clandestine marriage with at least one woman in the shadow of the Black Church. Unspeakable messages he telephoned mentally to Miss Dunn at an address in d'Olier Street while he presented himself indecently to the instrument in the callbox. By word and deed he encouraged a nocturnal strumpet to deposit fecal and other matter in an unsanitary outhouse attached to empty premises. In five public conveniences he wrote pencilled messages offering his nuptial partner to all strongmembered males. And by the offensively smelling vitriol works did he not pass night after night by loving courting couples to see if and what and how much he could see? Did he not lie in bed, the gross boar, gloating over a nauseous fragment of wellused toilet paper presented to him by a nasty harlot, stimulated by gingerbread and a postal order?

BELLO (Whistles loudly.) Say! What was the most revolting piece of obscenity in all your career of crime? Go the whole hog. Puke it out. Be candid for once.

(Mute inhuman faces throng forward, leering, vanishing, gibbering, Eooloohoom. Poldy Hock, Bootlaces a penny, cassidy's hag, blind stripling, Larry Rhinoceros, the girl, the woman, the whore, the other the... )

BLOOM Don't ask me. Our mutual faith. Pleasants street. I only thought the half of the... I swear on my sacred oath...

BELLO (Peremptorily.) Answer. Repugnant wretch! I insist on knowing. Tell me something to amuse me, smut or a bloody good-ghoststory or a line of poetry, quick, quick, quick! Where? How? What time? With how many? I give you just three seconds. One! Two! Thr... !

BLOOM (Docile, gurgles.) I rererepugnosed in rerererepugnant...

BELLO (Imperiously.) O get out, you skunk! Hold your tongue! Speak when you're spoken to.

BLOOM (Bows.) Master! Mistress! Mantamer!

(He lifts his arms. His bangle bracelets fall.)

BELLO (Satirically.) By day you will souse and bat our smelling underclothes, also when we ladies are unwell, and swab out our latrines with dress pinned up and a dishclout tied to your tail. Won't that be nice? (He places a ruby ring on her finger.) And there now! With this ring I thee own. Say, thank you, mistress.

BLOOM Thank you, mistress.

BELLO You will make the beds, get my tub ready, empty the pisspots in the different rooms, including old Mrs Keogh's the cook's, a sandy one. Ay, and rinse the seven of them well, mind, or lap it up like champagne. Drink me piping hot. Hop! you will dance attendance or I'll lecture you on your misdeeds, Miss Ruby, and spank your bare bot right well, miss, with the hairbrush. You'll be taught the error of your ways. At night your wellcreamed braceleted hands will wear fortythreebutton gloves newpowdered with talc and having delicately scented fingertips. For such favours knights of old laid down their lives. (He chuckles.) My boys will be no end charmed to see you so ladylike, the colonel, above all. When they come here the night before the wedding to fondle my new attraction in gilded heels. First, I'll have a go at you myself. A man I know on the turf named Charles Alberta Marsh (I was in bed with him just now and another gentleman out of the Hanaper and Petty Bag office) is on the lookout for a maid of all work at a short knock. Swell the bust. Smile. Droop shoulders. What offers? (He points.) For that lot trained by owner to fetch and carry, basket in mouth. (He bares his arm and plunges it elbowdeep in Bloom's vulva.) There's fine depth for you! What, boys? That give you a hardon? (He shoves his arm in a bidder's face.) Here, wet the deck and wipe it round!

A BIDDER A florin!

(Dillon's lacquey rings his handbell.)

A VOICE One and eightpence too much.

THE LACQUEY Barang!

CHARLES ALBERTA MARSH Must be virgin. Good breath. Clean.

BELLO (Gives a rap with his gavel.) Two bar. Rockbottom figure and cheap at the price. Fourteen hands high. Touch and examine his points. Handle him. This downy skin, these soft muscles, this tender flesh. If I had only my gold piercer here! And quite easy to milk. Three newlaid gallons a day. A pure stock getter, due to lay within the hour. His sire's milk record was a thousand gallons of whole milk in forty weeks. Whoa, my jewel! Beg up! Whoa! (He brands his initial Con Bloom's croup.) So! Warranted Cohen! What advance on two bob, gentlemen?

A DARKVISAGED MAN (In disguised accent.) Hoondert punt sterlink.

VOICES (Subdued.) For the Caliph Haroun Al Raschid.

BELLO (Gaily.) Right. Let them all come. The scanty, daringly short skirt, riding up at the knee to show a peep of white pantalette, is a potent weapon and transparent stockings, emeraldgartered, with the long straight seam trailing up beyond the knee, appeal to the better instincts of the blasé man about town. Learn the smooth mincing walk on four inch Louis XV heels, the Grecian bend with provoking croup, the thighs fluescent, knees modestly kissing. Bring all your power of fascination to bear on them. Pander to their Gomorrahan vices.

